athlete_id,name,DOB,Height(cm),Weight(kg),Year,Type,Sport,Event,NOC,Team,Medal,Region,Bronze,Gold,Silver
1910689,GERCSAK Szabina,09-07-1996,0,0,2024,Summer,Judo,"Women -70 kg', 'Mixed Team",HUN,,,Hungary,FALSE,FALSE,FALSE
1910700,DARU Nicolas-Marie,21-10-1988,183,0,2024,Summer,Athletics,Men's 3000m Steeplechase,FRA,,,France,FALSE,FALSE,FALSE
1910704,DEAU Alexe,04-09-2004,170,0,2024,Summer,Athletics,Women's 4 x 400m Relay,FRA,,,France,FALSE,FALSE,FALSE
1910721,DJOUHAN Lolassonn,18-05-1991,191,0,2024,Summer,Athletics,Men's Discus Throw,FRA,,,France,FALSE,FALSE,FALSE
1910726,DUCOS Clement,04-03-2001,181,0,2024,Summer,Athletics,Men's 400m Hurdles,FRA,,,France,FALSE,FALSE,FALSE
1910732,EMIG Robin,06-06-2001,183,0,2024,Summer,Athletics,Men's Pole Vault,FRA,,,France,FALSE,FALSE,FALSE
1910733,ERIUS Jeff,08-03-2004,188,0,2024,Summer,Athletics,Men's 4 x 100m Relay,FRA,,,France,FALSE,FALSE,FALSE
1910736,FINOT Alice,09-02-1991,172,0,2024,Summer,Athletics,Women's 3000m Steeplechase,FRA,,,France,FALSE,FALSE,FALSE
1910744,GALET Chloe,30-08-2001,168,0,2024,Summer,Athletics,Women's 4 x 100m Relay,FRA,,,France,FALSE,FALSE,FALSE
1910751,GICQUEL Solene,01-12-1994,189,0,2024,Summer,Athletics,Women's High Jump,FRA,,,France,FALSE,FALSE,FALSE
1910752,GILAVERT Louis,01-01-1998,181,0,2024,Summer,Athletics,Men's 3000m Steeplechase,FRA,,,France,FALSE,FALSE,FALSE
1910753,GLETTY Makenson,02-04-1999,192,0,2024,Summer,Athletics,Men's Decathlon,FRA,,,France,FALSE,FALSE,FALSE
1910756,GOGOIS Thomas,24-06-2000,195,0,2024,Summer,Athletics,Men's Triple Jump,FRA,,,France,FALSE,FALSE,FALSE
1910760,GOUYETTE Mael,21-05-1999,186,0,2024,Summer,Athletics,Men's 1500m,FRA,,,France,FALSE,FALSE,FALSE
1910763,GREBO Shana,09-11-2000,168,0,2024,Summer,Athletics,"Women's 400m Hurdles"", ""Women's 4 x 400m Relay",FRA,,,France,FALSE,FALSE,FALSE
1910765,GRESSIER Jimmy,04-05-1997,175,0,2024,Summer,Athletics,"Men's 10,000m"", ""Men's 5000m",FRA,,,France,FALSE,FALSE,FALSE
1910769,GUILLAUME Ilionis,13-01-1998,180,0,2024,Summer,Athletics,Women's Triple Jump,FRA,,,France,FALSE,FALSE,FALSE
1910770,GUILLEMOT Agathe,11-07-1999,172,0,2024,Summer,Athletics,Women's 1500m,FRA,,,France,FALSE,FALSE,FALSE
1910773,HABZ Azeddine,19-07-1993,186,0,2024,Summer,Athletics,Men's 1500m,FRA,,,France,FALSE,FALSE,FALSE
1910774,HAPPIO Wilfried,22-09-1998,185,0,2024,Summer,Athletics,Men's 400m Hurdles,FRA,,,France,FALSE,FALSE,FALSE
1910775,HAY Hugo,28-03-1997,182,0,2024,Summer,Athletics,Men's 5000m,FRA,,,France,FALSE,FALSE,FALSE
1910780,ISCAYE Diana,18-04-1998,167,0,2024,Summer,Athletics,Women's 4 x 400m Relay,FRA,,,France,FALSE,FALSE,FALSE
1910784,JORDIER Thomas,12-08-1994,171,0,2024,Summer,Athletics,Men's 4 x 400m Relay,FRA,,,France,FALSE,FALSE,FALSE
1910785,JOSEPH Gemima,17-10-2001,166,0,2024,Summer,Athletics,"Women's 100m"", ""Women's 200m"", ""Women's 4 x 100m Relay",FRA,,,France,FALSE,FALSE,FALSE
1910786,JULIEN Melody,13-05-1999,168,0,2024,Summer,Athletics,Women's Marathon,FRA,,,France,FALSE,FALSE,FALSE
1910787,KANDISSOUNON Lena,26-11-1998,170,0,2024,Summer,Athletics,Women's 800m,FRA,,,France,FALSE,FALSE,FALSE
1910791,KOUNTA Muhammad Abdallah,27-10-1994,184,0,2024,Summer,Athletics,"Men's 4 x 400m Relay"", '4 x 400m Relay Mixed",FRA,,,France,FALSE,FALSE,FALSE
1910794,KPATCHA Hilary,05-05-1998,175,0,2024,Summer,Athletics,Women's Long Jump,FRA,,,France,FALSE,FALSE,FALSE
1910802,LAMOTE Renelle,26-12-1993,165,0,2024,Summer,Athletics,Women's 800m,FRA,,,France,FALSE,FALSE,FALSE
1910812,OZBAS Szofi,19-10-2001,0,0,2024,Summer,Judo,"Women -63 kg', 'Mixed Team",HUN,,,Hungary,FALSE,FALSE,FALSE
1910841,LELIOR Anat,29-04-2000,0,0,2024,Summer,Surfing,Women,ISR,,,Israel,FALSE,FALSE,FALSE
1910849,SAENCHA Kamonlak,01-10-2007,0,0,2024,Summer,Shooting,"10m Air Pistol Women', '25m Pistol Women",THA,,,Thailand,FALSE,FALSE,FALSE
1911041,JAJARABILLA Mario Damian,10-01-1999,0,0,2024,Summer,Archery,Men's Individual,ARG,,,Argentina,FALSE,FALSE,FALSE
1911048,DOUILLET Ionnah Eliane,28-11-2007,0,0,2024,Summer,Swimming,Women's 50m Freestyle,BEN,,,Benin,FALSE,FALSE,FALSE
1911067,PUPP Reka,04-07-1996,0,0,2024,Summer,Judo,"Women -52 kg', 'Mixed Team",HUN,,,Hungary,FALSE,FALSE,FALSE
1911081,de MASI Arianna,02-06-1999,170,0,2024,Summer,Athletics,Women's 4 x 100m Relay,ITA,,,Italy,FALSE,FALSE,FALSE
1911100,KPADE Alexis Michel Roger Dodji,11-11-2005,0,0,2024,Summer,Swimming,Men's 100m Backstroke,BEN,,,Benin,FALSE,FALSE,FALSE
1911110,TOTH Krisztian,01-05-1994,0,0,2024,Summer,Judo,"Men -90 kg', 'Mixed Team",HUN,,,Hungary,FALSE,FALSE,FALSE
1911111,TARADIN Denis,25-11-1996,0,0,2024,Summer,Sailing,Men's Kite,CYP,,,Cyprus,FALSE,FALSE,FALSE
1911113,UNGVARI Attila,25-10-1988,0,0,2024,Summer,Judo,"Men -81 kg', 'Mixed Team",HUN,,,Hungary,FALSE,FALSE,FALSE
1911142,VEG Zsombor,16-10-2001,0,0,2024,Summer,Judo,"Men -100 kg', 'Mixed Team",HUN,,,Hungary,FALSE,FALSE,FALSE
1911163,MARTINEZ Dani,25-04-1996,0,0,2024,Summer,Cycling,Men's Road Race,COL,,,Colombia,FALSE,FALSE,FALSE
1911167,BUITRAGO Santi,26-09-1999,0,0,2024,Summer,Cycling,Men's Road Race,COL,,,Colombia,FALSE,FALSE,FALSE
1911221,MESTRE Alberto,10-02-1999,0,0,2024,Summer,Swimming,"Men's 100m Freestyle"", ""Men's 50m Freestyle",VEN,,,Venezuela,FALSE,FALSE,FALSE
1911246,LEWIS Akilah,10-12-2000,170,0,2024,Summer,Athletics,Women's 4 x 100m Relay,TTO,,,Trinidad and Tobago,FALSE,FALSE,FALSE
1911247,SCIORTINO Martti,25-07-1998,0,0,2024,Summer,Cycling,Men,ITA,,,Italy,FALSE,FALSE,FALSE
1911263,Mc KAY Shakeem,26-03-2003,180,0,2024,Summer,Athletics,Men's 4 x 400m Relay,TTO,,,Trinidad and Tobago,FALSE,FALSE,FALSE
1911269,PATINO Paula,29-03-1997,0,0,2024,Summer,Cycling,Women's Road Race,COL,,,Colombia,FALSE,FALSE,FALSE
1911272,BETTIOL Alberto,29-10-1993,0,0,2024,Summer,Cycling,"Men's Road Race"", ""Men's Individual Time Trial",ITA,,,Italy,FALSE,FALSE,FALSE
1911367,QUOW Renny,25-08-1987,160,0,2024,Summer,Athletics,Men's 4 x 400m Relay,TTO,,,Trinidad and Tobago,FALSE,FALSE,FALSE
1911391,YEGRES COTTIN Maria Victoria,23-11-2005,0,0,2024,Summer,Swimming,Women's 200m Freestyle,VEN,,,Venezuela,FALSE,FALSE,FALSE
1911399,MOZZATO Luca,15-02-1998,0,0,2024,Summer,Cycling,Men's Road Race,ITA,,,Italy,FALSE,FALSE,FALSE
1911407,RICHARDS Jereem,13-01-1994,189,0,2024,Summer,Athletics,"Men's 400m"", ""Men's 4 x 400m Relay",TTO,,,Trinidad and Tobago,FALSE,FALSE,FALSE
1911428,SILOT TORRES Arturo,13-03-2001,0,0,2024,Summer,Wrestling,Men's Freestyle 97kg,CUB,,,Cuba,FALSE,FALSE,FALSE
1911467,BARANKOVA Denisa,07-09-2001,0,0,2024,Summer,Archery,Women's Individual,SVK,,,Slovakia,FALSE,FALSE,FALSE
1911478,GRIGAR Jakub,27-04-1997,0,0,2024,Summer,Canoeing,"Men's Kayak Single"", ""Men's Kayak Cross",SVK,,,Slovakia,FALSE,FALSE,FALSE
1911503,KUBIN Robert,21-06-2003,0,0,2024,Summer,Sailing,Men's Windsurfing,SVK,,,Slovakia,FALSE,FALSE,FALSE
1911504,BARTEKOVA Danka,19-10-1984,0,0,2024,Summer,Shooting,Skeet Women,SVK,,,Slovakia,FALSE,FALSE,FALSE
1911512,TUZINSKY Juraj,24-08-1984,0,0,2024,Summer,Shooting,10m Air Pistol Men,SVK,,,Slovakia,FALSE,FALSE,FALSE
1911514,TURY Richard,10-06-1993,0,0,2024,Summer,Skating,Men's Street,SVK,,,Slovakia,FALSE,FALSE,FALSE
1911515,DUSA Matej,10-07-2000,0,0,2024,Summer,Swimming,Men's 50m Freestyle,SVK,,,Slovakia,FALSE,FALSE,FALSE
1911520,POTOCKA Tamara,15-08-2002,0,0,2024,Summer,Swimming,Women's 200m Individual Medley,SVK,,,Slovakia,FALSE,FALSE,FALSE
1911527,SCHMIEDLOVA Anna Karolina,13-09-1994,176,0,2024,Summer,Tennis,Women's Singles,SVK,,,Slovakia,FALSE,FALSE,FALSE
1911532,SALKAZANOV Tajmuraz Mairbekovic,06-04-1996,0,0,2024,Summer,Wrestling,Men's Freestyle 74kg,SVK,,,Slovakia,FALSE,FALSE,FALSE
1911550,LEVAI Zoltan,30-01-1996,0,0,2024,Summer,Wrestling,Men's Greco-Roman 77kg,HUN,,,Hungary,FALSE,FALSE,FALSE
1911553,LIGETI Daniel,31-07-1989,0,0,2024,Summer,Wrestling,Men's Freestyle 125kg,HUN,,,Hungary,FALSE,FALSE,FALSE
1911555,LOSONCZI David,01-07-2000,0,0,2024,Summer,Wrestling,Men's Greco-Roman 87kg,HUN,,,Hungary,FALSE,FALSE,FALSE
1911652,WALCOTT Keshorn,02-04-1993,183,0,2024,Summer,Athletics,Men's Javelin Throw,TTO,,,Trinidad and Tobago,FALSE,FALSE,FALSE
1911794,WARREN Portious,02-03-1996,178,0,2024,Summer,Athletics,Women's Shot Put,TTO,,,Trinidad and Tobago,FALSE,FALSE,FALSE
1911800,ZHOYA Sasha,25-06-2002,184,0,2024,Summer,Athletics,Men's 110m Hurdles,FRA,,,France,FALSE,FALSE,FALSE
1911807,LAZRAQ-KHLASS Auriana,22-04-1999,179,0,2024,Summer,Athletics,Women's Heptathlon,FRA,,,France,FALSE,FALSE,FALSE
1911809,le CLEZIO Corentin,24-09-1999,178,0,2024,Summer,Athletics,Men's 800m,FRA,,,France,FALSE,FALSE,FALSE
1911825,LOGA Rose,27-07-2002,177,0,2024,Summer,Athletics,Women's Hammer Throw,FRA,,,France,FALSE,FALSE,FALSE
1911829,MADELEINE Sarah,20-09-1998,163,0,2024,Summer,Athletics,Women's 5000m,FRA,,,France,FALSE,FALSE,FALSE
1911839,MARAVAL Louise,31-07-2001,167,0,2024,Summer,Athletics,"Women's 400m Hurdles"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed",FRA,,,France,FALSE,FALSE,FALSE
1911843,MATEO Pablo,01-02-2001,183,0,2024,Summer,Athletics,"Men's 200m"", ""Men's 4 x 100m Relay",FRA,,,France,FALSE,FALSE,FALSE
1911848,MENIKER Nawal,09-12-1997,178,0,2024,Summer,Athletics,Women's High Jump,FRA,,,France,FALSE,FALSE,FALSE
1911852,MIELLET Alexis,05-05-1995,183,0,2024,Summer,Athletics,Men's 3000m Steeplechase,FRA,,,France,FALSE,FALSE,FALSE
1911855,MOHAMED Raphael,02-02-1998,183,0,2024,Summer,Athletics,Men's 110m Hurdles,FRA,,,France,FALSE,FALSE,FALSE
1911865,MOUTARD Camille,11-07-2001,157,0,2024,Summer,Athletics,Women's 20km Race Walk,FRA,,,France,FALSE,FALSE,FALSE
1911868,NAVARRO Nicolas,12-03-1991,170,0,2024,Summer,Athletics,Men's Marathon,FRA,,,France,FALSE,FALSE,FALSE
1911877,OLIERE Orlann,26-05-1991,168,0,2024,Summer,Athletics,Women's 4 x 100m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911883,PARE Maroussia,18-07-1996,163,0,2024,Summer,Athletics,Women's 4 x 100m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911884,PARISOT Helene,17-12-1992,163,0,2024,Summer,Athletics,"Women's 200m"", ""Women's 4 x 100m Relay",FRA,,,France,FALSE,FALSE,FALSE
1911894,PONTVIANNE Jean-Marc,06-08-1994,170,0,2024,Summer,Athletics,Men's Triple Jump,FRA,,,France,FALSE,FALSE,FALSE
1911897,PREVOT Loic,10-02-1998,197,0,2024,Summer,Athletics,Men's 4 x 400m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911898,PRIAM Aymeric,26-06-2000,180,0,2024,Summer,Athletics,Men's 4 x 100m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911900,QUINION Aurelien,27-01-1993,180,0,2024,Summer,Athletics,"Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed",FRA,,,France,FALSE,FALSE,FALSE
1911913,RENOUARD Flavie,10-09-2000,170,0,2024,Summer,Athletics,Women's 3000m Steeplechase,FRA,,,France,FALSE,FALSE,FALSE
1911914,REUX Tom,24-02-1999,188,0,2024,Summer,Athletics,Men's Discus Throw,FRA,,,France,FALSE,FALSE,FALSE
1911916,RICHARD Sarah,02-04-1998,182,0,2024,Summer,Athletics,Women's 4 x 100m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911919,RIMLINGER Marie-Ange,31-12-2001,165,0,2024,Summer,Athletics,Women's 4 x 100m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911920,ROBERT Benjamin,04-01-1998,173,0,2024,Summer,Athletics,Men's 800m,FRA,,,France,FALSE,FALSE,FALSE
1911921,ROBERT-MICHON Melina,18-07-1979,180,0,2024,Summer,Athletics,Women's Discus Throw,FRA,,,France,FALSE,FALSE,FALSE
1911923,ROLLIN Meline,17-06-1998,169,0,2024,Summer,Athletics,Women's Marathon,FRA,,,France,FALSE,FALSE,FALSE
1911929,SAIDY Fabrisio,15-07-1999,174,0,2024,Summer,Athletics,"Men's 4 x 400m Relay"", '4 x 400m Relay Mixed",FRA,,,France,FALSE,FALSE,FALSE
1911932,SAMBA-MAYELA Cyrena,31-10-2000,166,0,2024,Summer,Athletics,Women's 100m Hurdles,FRA,,Silver,France,FALSE,FALSE,TRUE
1911936,SCHRUB Yann,20-03-1996,180,0,2024,Summer,Athletics,"Men's 10,000m"", ""Men's 5000m",FRA,,,France,FALSE,FALSE,FALSE
1911945,SOMBE David,24-04-2000,188,0,2024,Summer,Athletics,4 x 400m Relay Mixed,FRA,,,France,FALSE,FALSE,FALSE
1911947,SPILLMANN Yann,15-07-2002,178,0,2024,Summer,Athletics,Men's 4 x 400m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911948,STEY Pauline,09-09-2001,156,0,2024,Summer,Athletics,Women's 20km Race Walk,FRA,,,France,FALSE,FALSE,FALSE
1911949,SYLLA Sounkamba,09-07-1998,170,0,2024,Summer,Athletics,"Women's 4 x 400m Relay"", '4 x 400m Relay Mixed",FRA,,,France,FALSE,FALSE,FALSE
1911954,TAVERNIER Alexandra,13-12-1993,170,0,2024,Summer,Athletics,Women's Hammer Throw,FRA,,,France,FALSE,FALSE,FALSE
1911966,TUAL Gabriel,09-04-1998,182,0,2024,Summer,Athletics,Men's 800m,FRA,,,France,FALSE,FALSE,FALSE
1911968,TUPAIA Teura'itera'i,06-02-2000,192,0,2024,Summer,Athletics,Men's Javelin Throw,FRA,,,France,FALSE,FALSE,FALSE
1911975,VERMONT Dylan,24-08-1999,182,0,2024,Summer,Athletics,Men's 4 x 100m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911976,VEYSSIERE Marjorie,18-05-1996,172,0,2024,Summer,Athletics,Women's 4 x 400m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911979,WOLDU Mekdes,20-10-1992,164,0,2024,Summer,Athletics,Women's Marathon,FRA,,,France,FALSE,FALSE,FALSE
1911985,ZARBO Alessia,11-09-2001,157,0,2024,Summer,Athletics,"Women's 10,000m",FRA,,,France,FALSE,FALSE,FALSE
1911988,ZEZE Meba Mickael,19-05-1994,177,0,2024,Summer,Athletics,Men's 4 x 100m Relay,FRA,,,France,FALSE,FALSE,FALSE
1911990,ZEZE Ryan,29-01-1998,185,0,2024,Summer,Athletics,"Men's 200m"", ""Men's 4 x 100m Relay",FRA,,,France,FALSE,FALSE,FALSE
1911993,ECCLES Rosie,23-07-1996,173,0,2024,Summer,Boxing,Women's 66kg,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912007,ORIE Delicious,31-05-1997,198,0,2024,Summer,Boxing,Men's +92kg,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912009,RICHARDSON Lewis,04-06-1997,187,0,2024,Summer,Boxing,Men's 71kg,GBR,,Bronze,Great Britain,TRUE,FALSE,FALSE
1912051,BOUTIER Celine,10-11-1993,165,0,2024,Summer,Golf,Women's Individual Stroke Play,FRA,,,France,FALSE,FALSE,FALSE
1912052,DELACOUR Perrine,05-04-1994,177,0,2024,Summer,Golf,Women's Individual Stroke Play,FRA,,,France,FALSE,FALSE,FALSE
1912058,PEREZ Victor,02-09-1992,193,0,2024,Summer,Golf,Men's Individual Stroke Play,FRA,,,France,FALSE,FALSE,FALSE
1912059,PAVON Matthieu,02-11-1992,182,0,2024,Summer,Golf,Men's Individual Stroke Play,FRA,,,France,FALSE,FALSE,FALSE
1912080,WATKIN Deandre,09-12-2002,180,0,2024,Summer,Athletics,Men's 400m,JAM,,,Jamaica,FALSE,FALSE,FALSE
1912116,WALKER Jelani,10-06-1998,177,0,2024,Summer,Athletics,Men's 4 x 100m Relay,JAM,,,Jamaica,FALSE,FALSE,FALSE
1912223,CATROFE Santiago,13-02-1999,180,0,2024,Summer,Athletics,Men's 5000m,URU,,,Uruguay,FALSE,FALSE,FALSE
1912250,FERNANDEZ Maria Pia,01-04-1995,170,0,2024,Summer,Athletics,Women's 1500m,URU,,,Uruguay,FALSE,FALSE,FALSE
1912256,LASA Emiliano,25-01-1990,180,0,2024,Summer,Athletics,Men's Long Jump,URU,,,Uruguay,FALSE,FALSE,FALSE
1912315,OTERO EZCURRA Matias Valentin,14-02-1998,0,0,2024,Summer,Canoeing,Men's Kayak Single 1000m,URU,,,Uruguay,FALSE,FALSE,FALSE
1912322,STONA Roje,26-02-1999,200,0,2024,Summer,Athletics,Men's Discus Throw,JAM,,Gold,Jamaica,FALSE,TRUE,FALSE
1912496,ARIAS Daniela,31-08-1994,174,0,2024,Summer,Football,Women,COL,,,Colombia,FALSE,FALSE,FALSE
1912502,ARIAS Carolina,02-09-1990,160,0,2024,Summer,Football,Women,COL,,,Colombia,FALSE,FALSE,FALSE
1912503,ALDRIDGE Charlie,03-04-2001,0,0,2024,Summer,Cycling,Men's Cross-country,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912507,BARKER Elinor,07-09-1994,0,0,2024,Summer,Cycling,"Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912508,BARKER Megan,15-08-1997,0,0,2024,Summer,Cycling,Women's Team Pursuit,GBR,Great Britain,Bronze,Great Britain,TRUE,FALSE,FALSE
1912510,BIGHAM Daniel,02-10-1991,0,0,2024,Summer,Cycling,Men's Team Pursuit,GBR,Great Britain,Silver,Great Britain,FALSE,FALSE,TRUE
1912514,CAPEWELL Sophie,04-09-1998,0,0,2024,Summer,Cycling,"Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912515,CARLIN Jack,23-04-1997,0,0,2024,Summer,Cycling,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912517,CULLEN Ross,28-03-2001,0,0,2024,Summer,Cycling,Men,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912518,DEIGNAN Elizabeth,18-12-1988,0,0,2024,Summer,Cycling,Women's Road Race,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912519,EVANS Neah,01-08-1990,0,0,2024,Summer,Cycling,"Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912522,FINUCANE Emma,22-12-2002,0,0,2024,Summer,Cycling,"Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912523,GEORGI Pfeiffer,27-09-2000,0,0,2024,Summer,Cycling,Women's Road Race,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912525,HENDERSON Anna,14-11-1998,0,0,2024,Summer,Cycling,"Women's Road Race"", ""Women's Individual Time Trial",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912529,HUTT Emily Louise,08-12-2004,0,0,2024,Summer,Cycling,Women,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912532,KNIGHT Josie,29-03-1997,0,0,2024,Summer,Cycling,Women's Team Pursuit,GBR,Great Britain,Bronze,Great Britain,TRUE,FALSE,FALSE
1912536,LOWE Ed,24-08-2003,0,0,2024,Summer,Cycling,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912537,MACLEAN-HOWELL Ella,01-09-2004,0,0,2024,Summer,Cycling,Women's Cross-country,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912538,MORRIS Anna,13-06-1995,0,0,2024,Summer,Cycling,Women's Team Pursuit,GBR,Great Britain,Bronze,Great Britain,TRUE,FALSE,FALSE
1912546,PIDCOCK Thomas,30-07-1999,0,0,2024,Summer,Cycling,"Men's Road Race"", ""Men's Cross-country",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912548,REILLY Kieran Darren David,12-07-2001,0,0,2024,Summer,Cycling,Men's Park,GBR,,Silver,Great Britain,FALSE,FALSE,TRUE
1912549,RICHARDS Evie,11-03-1997,0,0,2024,Summer,Cycling,Women's Cross-country,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912553,SHRIEVER Bethany,19-04-1999,0,0,2024,Summer,Cycling,Women,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912557,STEWART Mark,25-08-1995,0,0,2024,Summer,Cycling,Men's Madison,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912560,TANFIELD Charlie,17-11-1996,0,0,2024,Summer,Cycling,Men's Team Pursuit,GBR,Great Britain,Silver,Great Britain,FALSE,FALSE,TRUE
1912562,TARLING Josh,15-02-2004,0,0,2024,Summer,Cycling,"Men's Road Race"", ""Men's Individual Time Trial",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912564,THOMAS Lowri,03-03-1999,0,0,2024,Summer,Cycling,Women's Team Sprint,GBR,Great Britain,Gold,Great Britain,FALSE,TRUE,FALSE
1912567,TRUMAN Joseph,14-02-1997,0,0,2024,Summer,Cycling,Men's Team Sprint,GBR,Great Britain,Silver,Great Britain,FALSE,FALSE,TRUE
1912568,TURNBULL Hamish,13-07-1999,0,0,2024,Summer,Cycling,"Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912571,VERNON Ethan,26-08-2000,0,0,2024,Summer,Cycling,Men's Team Pursuit,GBR,Great Britain,Silver,Great Britain,FALSE,FALSE,TRUE
1912573,WHYTE Kye,21-09-1999,0,0,2024,Summer,Cycling,Men,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912575,WOOD Oliver,26-11-1995,0,0,2024,Summer,Cycling,"Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit",GBR,,,Great Britain,FALSE,FALSE,FALSE
1912576,WORTHINGTON Charlotte Elizabeth,26-06-1996,0,0,2024,Summer,Cycling,Women's Park,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912577,WRIGHT Fred,13-06-1999,0,0,2024,Summer,Cycling,Men's Road Race,GBR,,,Great Britain,FALSE,FALSE,FALSE
1912638,BARON Angela,18-09-2003,170,0,2024,Summer,Football,Women,COL,,,Colombia,FALSE,FALSE,FALSE
1912639,FAGUNDEZ Eric,19-08-1998,0,0,2024,Summer,Cycling,Men's Road Race,URU,,,Uruguay,FALSE,FALSE,FALSE
1912774,CAICEDO Linda,22-02-2005,162,0,2024,Summer,Football,Women,COL,,,Colombia,FALSE,FALSE,FALSE
1912778,ALCALA CEGOVIA Omailyn Carolina,09-09-1998,167,0,2024,Summer,Boxing,Women's 57kg,VEN,,,Venezuela,FALSE,FALSE,FALSE
1912783,BUHROVA Polina,30-01-2004,171,0,2024,Summer,Badminton,Women's Singles,UKR,,,Ukraine,FALSE,FALSE,FALSE
1912784,APRAHAMIAN Alain,26-01-1988,0,0,2024,Summer,Judo,Men -81 kg,URU,,,Uruguay,FALSE,FALSE,FALSE
1912786,PAUL Nicholas,23-09-1998,0,0,2024,Summer,Cycling,"Men's Keirin"", ""Men's Sprint",TTO,,,Trinidad and Tobago,FALSE,FALSE,FALSE
1912790,BROWNE Kwesi,31-01-1994,0,0,2024,Summer,Cycling,"Men's Keirin"", ""Men's Sprint",TTO,,,Trinidad and Tobago,FALSE,FALSE,FALSE
1912803,MOYA Diego,19-10-1998,0,0,2024,Summer,Triathlon,Men's Individual,CHI,,,Chile,FALSE,FALSE,FALSE
1912804,NOLLES Leo,12-04-2003,0,0,2024,Summer,Swimming,Men's 100m Freestyle,URU,,,Uruguay,FALSE,FALSE,FALSE
1912813,HIBBERT Jaydon,17-01-2005,178,0,2024,Summer,Athletics,Men's Triple Jump,JAM,,,Jamaica,FALSE,FALSE,FALSE
1912814,RIVEROS Gaspar,27-04-1990,0,0,2024,Summer,Triathlon,Men's Individual,CHI,,,Chile,FALSE,FALSE,FALSE
1912817,FRANK Nicole,08-09-2003,0,0,2024,Summer,Swimming,Women's 200m Individual Medley,URU,,,Uruguay,FALSE,FALSE,FALSE
1912820,COVA ROMERO Jesus Nazaret,22-05-2000,169,0,2024,Summer,Boxing,Men's 63.5kg,VEN,,,Venezuela,FALSE,FALSE,FALSE
1912876,HUDSON Andrew,14-12-1996,180,0,2024,Summer,Athletics,Men's 200m,JAM,,,Jamaica,FALSE,FALSE,FALSE
1913005,CARABALI Jorelyn,18-05-1997,170,0,2024,Summer,Football,Women,COL,,,Colombia,FALSE,FALSE,FALSE
1913009,CARACAS Daniela,25-04-1997,166,0,2024,Summer,Football,Women,COL,,,Colombia,FALSE,FALSE,FALSE
1913018,AGUIRRE Fernanda,29-07-1997,0,0,2024,Summer,Taekwondo,Women +67kg,CHI,,,Chile,FALSE,FALSE,FALSE
1913028,RINCON VELASCO Anthony,20-04-2001,0,0,2024,Summer,Swimming,Men's 100m Backstroke,COL,,,Colombia,FALSE,FALSE,FALSE
1913059,CHURCHILL MARTINEZ Joaquin,17-10-2002,0,0,2024,Summer,Taekwondo,Men -80kg,CHI,,,Chile,FALSE,FALSE,FALSE
1913105,McLEOD Carey,14-04-1998,180,0,2024,Summer,Athletics,Men's Long Jump,JAM,,,Jamaica,FALSE,FALSE,FALSE
1913118,LEVELL Bryan,23-12-2003,185,0,2024,Summer,Athletics,Men's 200m,JAM,,,Jamaica,FALSE,FALSE,FALSE
